Event	ID	Name			Wwise Object Path	Notes
	216067002	UI_Confirm			\Game\UI\UI_Confirm	
	606045712	Revolver_NoAmmo			\Game\Player\PlayerCombat\Revolver\Revolver_NoAmmo	
	700716975	UI_Denied			\Game\UI\UI_Denied	
	733168346	Game_Start			\Game\Generic\Game_Start	
	736581181	NPC_Death			\Game\NPC\NPC_Death	
	860578996	Revolver_Shoot			\Game\Player\PlayerCombat\Revolver\Revolver_Shoot	
	871813740	Player_Hit			\Game\Player\PlayerCombat\Player_Hit	
	938457140	UI_Slider_Stop			\Game\UI\UI_Slider_Stop	
	990816403	UI_GameBegin			\Game\UI\UI_GameBegin	
	1100999433	Revolver_reload_cancel			\Game\Player\PlayerCombat\Revolver\Revolver_reload_cancel	
	1145501800	UI_Slider_Start			\Game\UI\UI_Slider_Start	
	1359982855	Game_Unpause			\Game\Generic\Game_Unpause	
	1496310610	Ambience_Play			\Game\Ambience\Ambience_Play	
	1639008996	Music_Combat_Start			\Game\Music\Music_Combat_Start	
	1735662523	NPC_Ray_Windup			\Game\NPC\NPC_Ray_Windup	
	1909082840	Revolver_reload_insertBullet			\Game\Player\PlayerCombat\Revolver\Revolver_reload_insertBullet	
	2024222415	UI_Back			\Game\UI\UI_Back	
	2033512703	Game_Wave_End			\Game\GameEvents\Game_Wave_End	
	2118900976	UI_Hover			\Game\UI\UI_Hover	
	2173379384	Game_MainMenu			\Game\Generic\Game_MainMenu	
	2217293306	NPC_Ray_Stop			\Game\NPC\NPC_Ray_Stop	
	2249769530	UI_Click			\Game\UI\UI_Click	
	2453392179	Player_Footstep			\Game\Player\PlayerLocomotion\Player_Footstep	
	2552535698	NPC_Spawn			\Game\NPC\NPC_Spawn	
	2598527806	Revolver_reload_end			\Game\Player\PlayerCombat\Revolver\Revolver_reload_end	
	2731495197	NPC_Pain			\Game\NPC\NPC_Pain	
	2772308904	Game_Pause			\Game\Generic\Game_Pause	
	3070140873	Pickup_HealthOrb			\Game\Pickups\Pickup_HealthOrb	
	3079583356	Player_Evade			\Game\Player\PlayerLocomotion\Player_Evade	
	3083087645	Player_Death			\Game\Player\PlayerCombat\Player_Death	
	3166394572	Ambience_Stop			\Game\Ambience\Ambience_Stop	
	3545070188	Game_Init			\Game\Generic\Game_Init	
	3610725078	Player_JumpLand			\Game\Player\PlayerLocomotion\Player_JumpLand	
	3763496167	Player_JumpStart			\Game\Player\PlayerLocomotion\Player_JumpStart	
	3961022741	Revolver_Reload_start			\Game\Player\PlayerCombat\Revolver\Revolver_Reload_start	
	3994535846	Revolver_Aim			\Game\Player\PlayerCombat\Revolver\Revolver_Aim	
	4036891676	Game_Wave_Start			\Game\GameEvents\Game_Wave_Start	
	4106045826	NPC_Ray_Start			\Game\NPC\NPC_Ray_Start	

Switch Group	ID	Name			Wwise Object Path	Notes
	3072116243	GroundMaterial			\Generic\GroundMaterial	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	GroundMaterial			
	2185786256	Gravel	GroundMaterial			
	2654748154	Water	GroundMaterial			
	4248645337	Grass	GroundMaterial			

State Group	ID	Name			Wwise Object Path	Notes
	4091656514	GameState			\Generic\GameState	

State	ID	Name	State Group			Notes
	748895195	None	GameState			
	984691642	InGame	GameState			
	3327551418	InPause	GameState			
	3374585465	InMenu	GameState			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1370132602	RTPC_PlayerAmmo			\Player\RTPC_PlayerAmmo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6733374	NPC_Spawn	.cache\9F\{9F2C84FA-2AD1-F252-E955-770827830E6E}.wem		\Containers\World\NPC\NPCActions\NPC_Spawn		24881
	7507446	sfx_revolver_shot04_mo_fm	.cache\A7\{A7674457-68B9-D5D7-5CAF-C565A84DD6B4}.wem		\Containers\World\Player\PlayerCombat\Weapons\Revolver\Revolver_shoot\Revolver_shot\sfx_revolver_shot04_mo_fm		5465
	12250624	sfx_revolver_Mech03_mo_fm	.cache\2C\{2CADD1FC-F5DC-6A84-4520-70E54CEFEF73}.wem		\Containers\World\Player\PlayerCombat\Weapons\Revolver\Revolver_Aim\sfx_revolver_Mech03_mo_fm		1568
	28656243	sfx_revolver_kick04_mo_fm	.cache\12\{12B98675-F011-311D-1E5E-B39D376538EE}.wem		\Containers\World\Player\PlayerCombat\Weapons\Revolver\Revolver_shoot\Revolver_kick\sfx_revolver_kick04_mo_fm		2867
	62002764	sfx_player_fs_water02_mo_fm	.cache\AE\{AEF63FB3-6365-BE9C-C222-7E89F6878195}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Water\sfx_player_fs_water02_mo_fm		4145
	63900270	sfx_player_fs_concrete01_mo_fm	.cache\97\{97BE1D49-671F-3785-FC6C-F1F295442EB6}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Concrete\sfx_player_fs_concrete01_mo_fm		2043
	65310777	UI_Hover	.cache\8E\{8E27B285-A711-1C68-CFAD-B2565D31BA04}.wem		\Containers\UI\CoreUI\UI_Hover		3524
	90010642	sfx_revolver_shot03_mo_fm	.cache\AD\{ADEE6D06-7C7C-CD97-3F70-EDAA44BC5DFE}.wem		\Containers\World\Player\PlayerCombat\Weapons\Revolver\Revolver_shoot\Revolver_shot\sfx_revolver_shot03_mo_fm		5464
	90167061	sfx_revolver_Mech03_mo_fm	.cache\26\{26F0C99B-D664-66F0-F2E0-7F8188953BC6}.wem		\Containers\World\Player\PlayerCombat\Weapons\Revolver\Revolver_NoAmmo\sfx_revolver_Mech03_mo_fm		1976
	95351286	sfx_player_fs_gravel05_mo_fm	.cache\D3\{D3FCA17D-B60C-2A20-E708-40C595B15040}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Gravel\sfx_player_fs_gravel05_mo_fm		3568
	96800232	sfx_player_fs_concrete04_mo_fm	.cache\A4\{A46CA3A1-D7B1-0952-3EB7-2422DAC2289E}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Concrete\sfx_player_fs_concrete04_mo_fm		1651
	99727932	sfx_player_fs_gravel03_mo_fm	.cache\E8\{E82F3629-C9E4-57C0-3158-003DC30642C0}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Gravel\sfx_player_fs_gravel03_mo_fm		2935
	99888205	sfx_player_fs_concrete05_mo_fm	.cache\6C\{6CA31AA3-0EFA-85CF-39A7-42A9A5D25112}.wem		\Containers\World\Player\PlayerLocomotion\PlayerLocomotion\PlayerFootstep\PlayerFootstep_Concrete\sfx_player_fs_concrete05_mo_fm		1962
